Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW20,OUT045,1906.509876
NCO55,OUT049,1704.058952
FDX48,OUT046,2580.320083
FDU48,OUT046,2090.122875
FDR48,OUT019,303.1923228
FDK27,OUT013,1822.110111
FDT35,OUT013,2596.557498
FDN12,OUT049,1725.819755
NCE31,OUT019,251.1153317
FDL21,OUT017,748.8775578
FDV56,OUT017,1609.478716
FDR16,OUT017,4099.014819
NCP41,OUT049,1729.045417
FDJ27,OUT013,1790.24647
FDA07,OUT017,2089.571928
FDK55,OUT049,1434.353872
FDM33,OUT049,3835.723122
FDY46,OUT046,2941.444802
FDD36,OUT046,2180.496087
FDB12,OUT027,2751.634805
FDF28,OUT019,258.8747837
NCE07,OUT019,342.7897017
FDW50,OUT027,4316.020762
NCW18,OUT017,3606.442619
NCJ17,OUT019,272.6255668
DRZ24,OUT010,276.5020383
FDS07,OUT035,2221.080214
NCW05,OUT010,260.9223954
FDZ22,OUT018,1241.57214
FDK02,OUT046,2166.59976
FDZ45,OUT027,4868.127747
FDL25,OUT046,1344.945987
FDS08,OUT045,2261.960252
NCZ42,OUT027,6010.917723
FDX57,OUT035,1748.024845
FDF21,OUT046,2878.370791
FDJ56,OUT018,1267.816618
FDX10,OUT013,748.6920623
DRG48,OUT035,2319.000955
DRN37,OUT046,2358.724829
NCY41,OUT018,695.4814107
FDN28,OUT045,1515.875043
FDE34,OUT045,2679.298284
FDR10,OUT045,2637.532538
FDC32,OUT017,1407.128981
DRG13,OUT046,2448.286047
FDP59,OUT049,1870.134832
NCT53,OUT010,374.5369071
FDL57,OUT027,5441.533543
FDN32,OUT010,458.8841849
FDK09,OUT018,2803.072158
FDA52,OUT010,451.6509805
FDC57,OUT049,3012.192677
FDI09,OUT035,3652.439864
NCB07,OUT046,2494.554435
FDP26,OUT035,1451.401949
FDP40,OUT027,2936.532414
FDL15,OUT013,2301.579058
FDV07,OUT046,1982.01716
FDS03,OUT017,1243.086458
FDE50,OUT049,3179.96505
FDQ15,OUT017,1266.310188
FDQ33,OUT010,380.8194817
FDT22,OUT013,849.7807243
DRO35,OUT035,2069.792584
FDJ41,OUT049,4517.261606
FDQ27,OUT035,2155.327211
FDC26,OUT017,2094.005559
NCF43,OUT027,3240.151357
NCR50,OUT035,2808.301012
FDE39,OUT018,1751.839185
FDN49,OUT027,1987.590649
DRG11,OUT035,1886.852896
NCA18,OUT049,2080.056954
FDM36,OUT018,2537.346207
FDW32,OUT017,1267.194857
NCQ18,OUT010,254.4845518
FDX14,OUT027,2446.7426
FDD46,OUT017,2183.063725
FDI34,OUT019,543.8731375
NCJ17,OUT035,1353.439731
FDB52,OUT035,3554.615489
FDV55,OUT018,2266.961224
FDC57,OUT046,2968.201293
FDB29,OUT046,1837.472029
NCO43,OUT035,2007.595736
FDG44,OUT045,911.8016003
FDJ34,OUT045,1671.869823
FDH40,OUT049,1327.17616
NCD07,OUT027,3001.226661
FDB41,OUT017,822.5028702
FDH47,OUT018,1393.437237
DRK37,OUT035,2968.628139
FDM25,OUT019,447.4676091
NCX06,OUT045,2784.911795
NCS05,OUT017,2198.278965
FDS39,OUT045,2024.535957
FDC47,OUT027,5326.003276
FDG20,OUT013,3092.124631
DRL23,OUT017,1822.372376
FDY33,OUT013,2976.731063
NCH18,OUT045,3523.272329
FDX47,OUT035,2537.225006
NCB06,OUT045,2407.316743
FDP36,OUT049,953.0425327
FDW44,OUT018,2703.966174
NCU41,OUT018,2608.019218
NCS17,OUT046,1775.163951
FDD46,OUT035,2462.3102
FDE45,OUT017,3023.202949
FDI09,OUT017,3492.74442
NCJ54,OUT010,657.6698526
NCA29,OUT018,2670.642874
NCN41,OUT027,3288.513479
FDY34,OUT035,3063.654201
NCG55,OUT035,2038.903823
DRM49,OUT046,803.274676
NCB42,OUT049,1919.850887
FDE58,OUT045,1756.126866
DRJ25,OUT013,922.7139652
FDS47,OUT010,229.5156622
FDY21,OUT049,3296.63476
NCI54,OUT013,1826.352958
FDO24,OUT017,2628.004873
FDY43,OUT035,2776.500901
FDF35,OUT018,1391.679825
NCP29,OUT019,215.0787176
FDN28,OUT027,2788.929187
FDJ50,OUT018,867.1393106
FDQ14,OUT027,3866.779284
FDC37,OUT035,1588.290805
FDN08,OUT046,2050.862431
FDD04,OUT035,2112.473034
FDW34,OUT018,2381.384813
FDP04,OUT017,1007.149537
NCG07,OUT017,3215.666685
NCN14,OUT018,2651.921466
FDJ16,OUT045,940.9118728
NCM42,OUT045,1620.392997
NCF19,OUT046,801.2538785
FDY21,OUT018,3082.487623
FDY19,OUT035,2132.798706
FDV09,OUT045,2484.862305
FDA28,OUT013,2250.786285
FDC38,OUT018,1618.583999
FDL28,OUT045,3964.58644
NCH43,OUT049,3706.031601
NCN53,OUT045,813.3771573
NCW05,OUT017,1967.683217
NCO30,OUT018,2511.948333
FDT04,OUT019,126.3390115
FDB27,OUT018,2797.482081
NCK07,OUT013,2505.370749
NCA53,OUT013,834.4891228
FDB33,OUT018,2217.039496
FDU37,OUT017,1540.283933
FDR13,OUT035,2055.622264
FDE45,OUT049,2568.451397
FDV37,OUT017,3228.628736
FDX44,OUT019,258.8437928
NCL06,OUT017,3729.951158
FDJ28,OUT045,2611.141482
FDX55,OUT049,3480.789081
NCK17,OUT018,680.8402019
FDH52,OUT035,1086.861931
FDN13,OUT027,2917.013261
FDK44,OUT018,2234.31295
FDU16,OUT046,1465.440985
FDZ07,OUT017,1020.906608
NCN06,OUT027,4206.479174
FDH02,OUT010,194.0699231
NCW18,OUT045,3369.95162
FDH57,OUT013,2099.94929
FDV35,OUT045,2711.22308
NCU29,OUT013,2583.527732
NCP02,OUT046,1069.656071
FDN44,OUT013,2687.536241
FDX03,OUT018,730.4811819
FDR11,OUT010,503.538919
FDA36,OUT046,2939.479738
FDP58,OUT027,5049.7128
FDH31,OUT045,1431.036033
FDH34,OUT035,3099.578722
FDS13,OUT035,3724.288309
FDT01,OUT018,2868.350586
FDY09,OUT049,2791.498307
FDV33,OUT027,5318.160062
NCW29,OUT010,299.0815151
NCN17,OUT045,1539.034688
FDX01,OUT046,1925.90241
FDL03,OUT049,2995.482505
DRL59,OUT049,962.6212077
DRM11,OUT027,4820.098143
FDA43,OUT049,3433.699903
FDZ56,OUT010,378.7804081
FDI44,OUT018,1204.277767
FDB50,OUT013,1447.652959
FDU15,OUT019,193.5700827
NCJ19,OUT019,199.4732711
FDD48,OUT013,2072.096974
NCW42,OUT035,3579.378453
FDL24,OUT017,2795.809559
NCB30,OUT013,3023.463553
FDK25,OUT013,3077.049359
FDW28,OUT049,3083.778094
FDD47,OUT017,3124.768756
FDK16,OUT019,236.9784987
FDW37,OUT046,1627.005551
FDA48,OUT035,3608.562623
FDA14,OUT017,2365.219331
FDV15,OUT013,1947.327851
FDN22,OUT049,3615.166553
NCD55,OUT045,663.7414442
FDY43,OUT013,2854.780772
NCU05,OUT017,1493.680347
FDF10,OUT035,2646.505494
FDR39,OUT018,2867.328383
FDG40,OUT013,602.002603
FDZ28,OUT019,249.7075552
FDE02,OUT045,1588.816008
FDU60,OUT049,2933.033738
FDM21,OUT013,3071.90887
FDV52,OUT019,252.4128352
NCW06,OUT013,2887.257179
FDX36,OUT035,3838.249319
FDT35,OUT027,4352.173041
NCL19,OUT010,323.7718222
NCD31,OUT046,2649.716548
FDE53,OUT019,262.4169772
FDW58,OUT019,299.1765159
DRF48,OUT046,2796.279825
FDW57,OUT035,2859.016696
DRH13,OUT017,1684.865051
FDT33,OUT013,2593.997036
DRK47,OUT027,4776.38445
FDY22,OUT010,347.7772845
FDC35,OUT019,506.1130738
FDO03,OUT013,3961.924631
FDF24,OUT045,1370.739797
FDF56,OUT018,2609.521863
FDD28,OUT013,800.3904263
FDG53,OUT027,3176.811563
FDO27,OUT019,340.6264557
NCF54,OUT018,2424.890571
FDC20,OUT027,2250.484123
FDU10,OUT046,796.4419326
DRA24,OUT018,2409.473378
FDA02,OUT010,310.0569201
FDG10,OUT017,940.9062973
FDW39,OUT010,590.4263681
FDP04,OUT019,182.4456085
NCM55,OUT013,2882.239177
FDG47,OUT045,4174.282611
NCU41,OUT017,2802.021945
NCK31,OUT017,884.374247
FDZ46,OUT045,1539.113412
FDU13,OUT027,3718.262543
NCF19,OUT045,790.6383564
NCJ43,OUT013,3028.503699
NCJ05,OUT045,2443.237921
FDS04,OUT027,3146.593158
FDX28,OUT010,193.5882851
FDB41,OUT027,1862.994286
FDG53,OUT046,1921.549387
FDL15,OUT010,348.5444048
FDQ08,OUT049,1056.720843
DRN36,OUT013,1673.967223
FDI46,OUT013,4128.846611
FDG16,OUT027,5304.863076
FDV32,OUT013,1106.58178
FDF44,OUT010,228.4002695
FDK04,OUT018,831.5290245
NCA41,OUT013,2485.431881
FDD51,OUT017,752.0852587
NCZ53,OUT045,2883.818251
FDP01,OUT027,3993.869805
FDY25,OUT049,2785.193538
FDB17,OUT018,2425.314735
NCV54,OUT018,1678.100799
FDJ32,OUT017,1092.293931
FDA37,OUT049,1916.018739
FDG35,OUT035,3670.953827
NCM05,OUT018,3795.785885
FDG45,OUT046,3213.673252
FDH28,OUT013,616.6935224
NCE18,OUT049,3859.702989
FDH38,OUT045,1772.690105
FDR56,OUT013,3055.57675
FDH17,OUT027,2696.362549
FDD39,OUT049,3057.363662
FDB41,OUT049,998.2100373
NCR53,OUT046,3425.323729
FDX46,OUT017,882.4624288
FDV28,OUT049,793.9339131
FDA08,OUT018,2489.543624
FDH45,OUT017,768.6896578
NCS38,OUT010,260.627816
FDD40,OUT010,505.157501
DRM59,OUT035,2442.070085
NCJ43,OUT018,2753.6032
NCN29,OUT013,799.6527477
NCC19,OUT045,3039.225449
FDR56,OUT035,3239.07187
FDZ43,OUT049,3842.857647
FDJ32,OUT010,183.1369486
DRH03,OUT017,1396.247462
NCZ54,OUT035,3409.20622
FDE26,OUT017,2746.417984
FDS03,OUT045,1157.59776
DRZ24,OUT019,307.4128366
FDO48,OUT027,4900.173735
FDW39,OUT049,2732.060441
NCK05,OUT049,1214.984095
NCK30,OUT017,3605.190961
FDT27,OUT018,3428.843903
FDS08,OUT019,408.2536869
NCJ19,OUT049,1044.700996
FDC58,OUT045,789.9227642
DRE37,OUT013,3566.612252
FDW02,OUT035,2431.870969
FDJ02,OUT010,318.7129491
FDX09,OUT045,2887.807128
FDT31,OUT010,461.5663833
FDI24,OUT049,3453.872535
FDY09,OUT045,3185.441739
FDV28,OUT045,808.7771849
DRM47,OUT049,3648.35527
FDT52,OUT019,568.9475433
FDI48,OUT018,848.4114084
FDY55,OUT017,4881.754374
FDU48,OUT013,2139.278393
FDN25,OUT045,738.0449026
FDP20,OUT049,2120.489092
FDJ15,OUT013,3218.254532
FDD04,OUT018,1714.572799
FDY58,OUT045,3772.285877
FDR37,OUT018,2737.975223
FDF44,OUT013,2074.520549
FDD32,OUT045,1236.293872
FDR57,OUT017,2342.305374
DRG39,OUT027,2168.881237
FDX15,OUT017,2543.948855
DRN37,OUT045,2345.006434
FDW40,OUT027,3582.345468
FDB32,OUT049,1615.93023
FDM40,OUT018,1801.083792
FDE39,OUT027,2885.805997
DRH49,OUT017,1385.849808
FDT46,OUT049,880.3079922
NCF06,OUT035,3812.729168
FDP07,OUT017,3204.539942
FDC04,OUT013,3926.293235
FDZ32,OUT017,1659.680813
FDD50,OUT045,2862.472067
FDU56,OUT017,3173.037092
FDV34,OUT017,1166.493733
NCY41,OUT013,742.5938436
NCK18,OUT046,2571.487173
DRH25,OUT049,1019.886073
FDT57,OUT046,3218.736461
FDV56,OUT018,1268.783888
FDV12,OUT045,1646.505009
FDN52,OUT017,1383.65485
FDX38,OUT035,810.5604879
FDE47,OUT018,1732.259093
NCO07,OUT013,3139.630245
FDV09,OUT027,3771.293487
FDZ23,OUT019,480.0528532
DRH51,OUT018,1293.482013
NCY54,OUT045,2739.044103
DRG49,OUT013,4525.106583
NCC19,OUT049,3751.503293
NCV53,OUT045,4789.824598
FDZ47,OUT019,264.5269193
NCO26,OUT018,1761.277507
NCP02,OUT045,1086.605996
NCW30,OUT018,3021.915908
NCN55,OUT046,3672.507189
FDB20,OUT010,177.2535454
DRL11,OUT013,2109.886735
DRD60,OUT045,3128.89845
FDW14,OUT010,196.6821717
FDL27,OUT010,215.6395897
FDU09,OUT018,876.3636519
DRH36,OUT027,2275.337232
FDP34,OUT027,3756.291164
FDE04,OUT017,2969.095255
FDZ57,OUT027,3340.200707
FDF02,OUT010,262.0087626
FDG28,OUT045,4123.248358
NCI31,OUT046,909.6409816
FDT43,OUT013,922.380853
FDU20,OUT046,2418.713629
FDD53,OUT013,801.7422773
FDW15,OUT045,2605.648604
NCT53,OUT045,2157.284041
NCG55,OUT027,2893.322539
FDD48,OUT035,1785.163157
FDG47,OUT049,3996.24999
FDI21,OUT017,1251.968615
FDT27,OUT017,3516.185721
DRO35,OUT013,2111.245695
FDD33,OUT017,4109.264623
FDC04,OUT035,3624.155915
FDY34,OUT013,2597.753642
DRJ49,OUT049,2055.682596
FDE05,OUT049,2457.346055
FDU31,OUT017,4183.502681
NCN19,OUT027,4363.775048
FDK56,OUT027,5145.404178
FDK58,OUT017,1632.279834
NCJ42,OUT035,1923.211087
FDZ34,OUT027,4815.31195
FDA52,OUT018,2476.927527
NCR29,OUT013,810.9549039
FDT48,OUT035,3086.945753
DRJ51,OUT019,559.213845
NCS54,OUT046,2700.228023
FDV01,OUT035,2856.113646
DRG51,OUT027,4077.404844
NCG42,OUT013,2278.745577
FDA51,OUT049,1706.949689
FDV19,OUT010,349.4213453
NCT18,OUT045,2954.488787
NCS41,OUT045,2581.890507
FDO03,OUT046,3541.929845
FDL12,OUT010,192.5076913
FDY37,OUT010,293.9338711
FDI58,OUT049,1536.449978
FDT28,OUT018,2022.501465
NCC42,OUT010,333.2453926
FDO01,OUT017,2185.983117
FDJ02,OUT013,2269.850215
FDQ04,OUT018,721.0237433
DRL47,OUT013,2053.26802
FDZ32,OUT035,1822.604743
FDC35,OUT035,3366.736064
FDX14,OUT045,1151.426199
FDZ35,OUT013,1803.572422
FDL14,OUT013,2250.581194
FDO04,OUT049,1030.28633
DRK11,OUT017,2546.685813
FDB44,OUT018,3242.042555
FDZ50,OUT049,3609.36235
FDI12,OUT027,2707.498876
FDU43,OUT017,4808.690399
FDD58,OUT010,219.4715572
FDB27,OUT017,3309.914117
FDB04,OUT018,1292.122198
NCO17,OUT013,1926.903662
FDL12,OUT017,973.9961491
DRJ13,OUT049,2684.660899
FDD57,OUT045,1495.701279
FDW19,OUT035,1835.018141
DRD27,OUT018,1372.161339
FDH27,OUT027,3863.726102
NCW30,OUT027,5768.795616
FDR40,OUT018,1110.992246
FDG05,OUT013,2199.715339
NCY41,OUT019,137.3500005
FDI38,OUT018,2711.345102
FDR20,OUT046,842.0020282
FDE09,OUT017,1645.391484
FDN50,OUT019,277.0141489
DRF27,OUT045,2232.673076
DRF51,OUT013,711.9350603
NCO02,OUT019,183.489302
FDB51,OUT027,2193.994601
FDJ50,OUT013,849.2573344
FDN52,OUT013,1431.339467
FDX14,OUT013,1086.212467
FDT27,OUT019,638.9212677
FDV10,OUT013,730.4886451
FDU33,OUT046,850.6295227
FDU58,OUT046,3426.012638
NCP42,OUT027,5101.610935
FDL51,OUT027,4580.143414
DRH15,OUT027,1887.277874
FDU16,OUT017,1242.909632
FDW15,OUT017,2731.959183
FDQ44,OUT045,1847.25042
NCI06,OUT027,4759.921355
DRK23,OUT019,579.2640626
FDC28,OUT035,1597.622669
NCY17,OUT019,157.5029432
NCV05,OUT018,2407.649935
FDM34,OUT019,315.2228417
DRD60,OUT027,4924.431856
FDT38,OUT046,1402.38948
FDQ57,OUT018,2249.620712
FDE59,OUT027,1902.788842
NCM43,OUT046,2234.841742
DRI51,OUT049,2756.218348
NCG30,OUT017,2009.512207
NCK54,OUT035,2072.167724
FDQ16,OUT019,236.9919585
FDI36,OUT013,2607.807035
FDX16,OUT027,3755.636651
FDA34,OUT046,2807.439575
FDJ48,OUT018,2883.386427
FDU47,OUT035,1960.792282
FDS39,OUT046,2213.623754
FDD11,OUT046,3685.150342
FDM16,OUT027,2240.085594
FDU56,OUT018,2787.282537
FDQ32,OUT017,2015.46901
DRK35,OUT013,782.4723427
FDA58,OUT049,3617.178314
DRG48,OUT019,355.0325932
FDT59,OUT010,746.512483
FDQ31,OUT019,264.363067
FDS51,OUT018,953.8588613
FDW32,OUT027,2670.606807
FDI15,OUT027,5382.096549
NCV30,OUT017,1089.635998
DRG25,OUT049,3448.805425
FDT02,OUT013,656.7635576
FDO33,OUT027,3217.637002
FDP38,OUT035,917.7457251
FDZ45,OUT035,3267.141517
NCA54,OUT027,4774.220902
FDU33,OUT017,854.7910669
FDN58,OUT017,4371.245246
FDI05,OUT045,1285.23613
FDM57,OUT019,212.225564
NCS42,OUT027,2714.031312
FDB57,OUT045,3560.851007
FDC03,OUT045,2845.076032
FDZ58,OUT013,2031.615702
NCK29,OUT045,1926.511044
NCR53,OUT045,3348.630699
FDE26,OUT027,3861.70191
FDU52,OUT049,2542.960599
FDE41,OUT027,2551.16303
FDU38,OUT018,2770.859237
FDA52,OUT017,2790.33678
FDW46,OUT046,1346.614727
DRI59,OUT035,3590.262056
FDT38,OUT035,1188.661086
FDL33,OUT018,2764.78113
FDQ01,OUT027,5062.228773
FDJ08,OUT046,2838.115456
FDQ47,OUT049,924.0827731
NCZ18,OUT013,4017.191551
FDE29,OUT017,930.4031899
FDF10,OUT027,3734.217059
FDC48,OUT049,1286.051092
FDY58,OUT013,3794.846446
NCX30,OUT010,690.0146926
FDV11,OUT013,2580.118605
FDT46,OUT046,867.8201129
DRD01,OUT019,193.7853592
FDQ11,OUT013,4025.68085
NCM41,OUT017,1469.831983
NCC55,OUT013,681.6179481
FDG45,OUT027,5182.181713
NCQ54,OUT049,3276.066056
FDM34,OUT045,1697.722368
FDD17,OUT019,562.2618207
FDN38,OUT027,5274.41836
FDB53,OUT018,1889.340375
NCL06,OUT035,4163.960682
NCV18,OUT019,228.5070082
FDX25,OUT013,3242.11767
FDB39,OUT046,808.7166551
FDC33,OUT049,3513.919276
NCO14,OUT018,757.5680186
FDA58,OUT027,5451.802558
NCQ02,OUT017,3434.116303
NCR53,OUT017,3273.02341
FDN52,OUT046,1357.885777
FDG26,OUT046,3803.155233
FDE23,OUT027,1973.532615
DRI37,OUT013,918.7670343
DRH37,OUT018,2469.353923
FDO01,OUT035,2131.136388
FDK45,OUT049,1989.436212
FDP23,OUT049,3840.760225
FDM33,OUT035,3686.690194
FDD36,OUT017,2083.759925
FDL56,OUT017,1349.411278
FDT27,OUT010,658.7266092
FDG52,OUT017,759.9210058
NCL42,OUT035,4454.807052
DRJ24,OUT046,3148.583904
FDV38,OUT046,766.9070796
FDT35,OUT045,2810.647463
FDY51,OUT045,3237.507718
FDC37,OUT017,1757.989721
NCP43,OUT013,2828.586404
FDO33,OUT045,1799.336174
FDW04,OUT018,1704.148071
NCC31,OUT046,2270.725795
FDK22,OUT049,4178.672672
FDJ50,OUT017,972.7581115
FDV13,OUT017,1407.668426
DRL60,OUT017,2463.567987
FDW03,OUT017,1901.647592
FDY27,OUT035,3265.451402
FDB39,OUT027,2164.482872
FDU59,OUT045,2485.74943
FDZ57,OUT049,1985.048133
FDO21,OUT049,3659.045129
FDS43,OUT018,2721.890764
FDU28,OUT010,488.5198552
FDC51,OUT010,224.6073668
FDW16,OUT010,196.2032744
FDP32,OUT010,225.6676148
FDB60,OUT019,457.7945104
NCQ30,OUT046,1869.880709
FDD26,OUT049,3104.738605
FDI44,OUT045,1251.21261
DRH23,OUT046,1122.531426
FDO44,OUT046,1383.240336
FDG04,OUT046,3092.782289
FDM32,OUT027,2974.688324
FDM09,OUT013,2723.087086
FDZ47,OUT013,1574.920128
FDM40,OUT027,3173.468383
FDY48,OUT017,1759.502
NCM30,OUT045,733.6122245
FDX36,OUT010,503.8037357
DRF03,OUT017,683.1648306
FDN51,OUT049,3783.076948
FDM57,OUT049,1346.806891
FDB35,OUT049,1689.740922
FDY13,OUT027,2514.843803
FDA37,OUT017,2376.866029
NCX53,OUT017,2450.30776
FDD59,OUT018,1206.270055
FDX10,OUT019,140.3923965
FDC03,OUT018,2613.640956
FDW43,OUT035,4263.228181
FDW10,OUT046,2559.133924
FDY14,OUT027,5627.448688
FDV43,OUT045,649.7177207
FDO40,OUT013,2464.765021
FDP46,OUT027,2862.869247
NCE43,OUT019,386.2446341
FDD05,OUT035,1986.138308
FDJ60,OUT010,358.5097568
DRE27,OUT018,1366.457377
FDO11,OUT035,4746.391779
DRG11,OUT027,2829.166516
FDK33,OUT010,516.5889502
DRM23,OUT045,2670.236601
FDJ02,OUT027,4030.90624
NCZ05,OUT045,1354.755043
NCL30,OUT013,1770.290767
FDZ19,OUT018,2498.835711
FDM45,OUT049,1999.984769
FDO36,OUT046,2394.107616
NCK31,OUT045,862.5951825
DRJ37,OUT045,2477.331863
FDP24,OUT018,1523.721112
FDF46,OUT013,1879.356742
FDX46,OUT019,197.009689
NCL18,OUT045,2720.717924
FDJ26,OUT013,2937.32432
FDJ07,OUT045,1784.243161
FDY15,OUT013,2222.386932
DRG01,OUT045,1114.615603
FDF58,OUT045,1163.2525
FDZ14,OUT019,272.7684966
FDP31,OUT049,1132.993494
FDH45,OUT013,801.1458112
FDA09,OUT010,503.2549796
FDW31,OUT035,2885.946551
FDA57,OUT046,765.6786457
NCE55,OUT035,2935.588399
FDC17,OUT019,578.7580881
FDC59,OUT013,1101.785028
FDA22,OUT013,2895.93735
FDK52,OUT035,3890.052616
NCM26,OUT046,2298.082632
NCT53,OUT035,2537.843989
FDW45,OUT018,2393.619574
NCI18,OUT035,3069.440204
FDE38,OUT018,2531.633962
FDF08,OUT019,265.5623571
FDY58,OUT010,514.0390623
FDF58,OUT019,231.92476
FDX39,OUT017,4064.291877
FDB44,OUT049,3435.937324
FDF28,OUT013,2219.514648
FDE39,OUT013,1700.378999
FDT37,OUT018,2753.346238
FDZ45,OUT017,3585.343234
FDO40,OUT035,2731.632875
FDM57,OUT027,2591.35983
DRG36,OUT017,2998.160183
FDY36,OUT010,171.9535748
DRL60,OUT027,3767.143575
FDS25,OUT019,281.6199585
DRF49,OUT027,2805.362601
FDP16,OUT045,4318.224374
FDS60,OUT049,2989.70054
FDU15,OUT027,1910.812547
FDK43,OUT046,2306.637272
FDN25,OUT046,1014.143488
FDE53,OUT049,1481.727405
FDB22,OUT013,2697.035567
FDE39,OUT017,2125.826159
FDX35,OUT035,4136.278572
NCG54,OUT049,3458.453711
FDH27,OUT035,2516.678494
NCK42,OUT013,3219.173124
FDS25,OUT049,1822.457827
FDI10,OUT018,2570.668878
FDU35,OUT035,2018.983423
FDI04,OUT017,3124.07234
DRK23,OUT035,4513.0269
FDB53,OUT019,301.9961049
FDY02,OUT049,3935.847005
FDM60,OUT035,674.5724841
NCJ31,OUT010,636.8327898
DRP35,OUT017,2056.908186
NCQ30,OUT018,1708.782609
DRL11,OUT010,391.1147236
FDU01,OUT013,3208.323284
FDR39,OUT035,3376.160163
FDO08,OUT046,2287.105323
FDC02,OUT045,4509.336771
NCZ29,OUT035,2071.235827
FDF29,OUT010,255.8468155
FDZ23,OUT017,3110.068639
NCU53,OUT018,2471.665906
NCW30,OUT013,4209.740439
NCM26,OUT027,4131.847625
FDV50,OUT027,2991.126323
FDW15,OUT049,2389.972336
FDI35,OUT027,4764.017114
FDO11,OUT017,4575.657509
FDN48,OUT046,1571.826954
NCA17,OUT049,2355.821322
NCN54,OUT013,1083.91347
FDP22,OUT013,799.1632196
NCB54,OUT035,1932.02743
FDD08,OUT045,635.8050571
DRM48,OUT010,169.3387798
FDG41,OUT027,2901.050062
FDE44,OUT027,2198.040809
FDE26,OUT035,2672.079716
NCS38,OUT013,1721.013938
NCJ54,OUT018,3053.574578
FDI40,OUT019,241.1106889
FDN45,OUT018,3126.737867
FDU43,OUT046,3702.485953
FDI04,OUT010,461.7000035
NCC07,OUT018,1469.387869
NCC07,OUT019,277.1924791
NCD18,OUT045,3656.353939
FDU55,OUT035,4625.197808
FDX59,OUT035,856.3321454
FDR52,OUT049,3408.249764
NCP17,OUT013,979.5162695
FDQ32,OUT045,1737.75034
NCT17,OUT049,3102.664112
FDO10,OUT049,1021.772213
FDE32,OUT049,839.1697695
FDN44,OUT045,2450.275868
FDH02,OUT035,1636.477695
FDK60,OUT013,1619.100632
FDS24,OUT019,290.7673988
FDL03,OUT010,598.7788227
FDB46,OUT027,5121.685558
FDO48,OUT049,3786.275335
FDZ39,OUT049,1792.61177
FDT02,OUT027,1914.790472
FDC50,OUT013,1822.846071
FDP39,OUT035,906.316638
DRG15,OUT018,1105.168237
FDP10,OUT018,1445.37569
FDF53,OUT027,4818.742823
FDN34,OUT045,2842.559399
FDK02,OUT045,1774.734538
FDC23,OUT045,3321.068947
FDJ10,OUT019,285.2643187
FDE53,OUT035,1462.956351
FDR25,OUT035,4135.38015
FDW50,OUT046,2559.173131
FDS09,OUT049,909.2786719
FDW49,OUT010,480.3759614
FDU51,OUT046,2542.091017
FDF28,OUT018,1581.886089
NCY30,OUT018,2499.936359
FDD44,OUT045,4729.565269
FDX09,OUT017,3232.874618
NCF30,OUT013,2321.448375
FDZ50,OUT019,565.0099114
FDW37,OUT013,1466.273516
FDD11,OUT049,3625.409064
DRH39,OUT018,1108.374404
FDA36,OUT049,3192.898699
NCG43,OUT049,1741.393396
FDF02,OUT035,2011.550021
FDP57,OUT027,2643.265258
NCE42,OUT017,3203.697454
NCR38,OUT027,4934.850497
FDP03,OUT019,322.9973914
FDO51,OUT035,944.6865072
NCQ42,OUT046,1906.835936
NCM41,OUT046,1534.417948
FDH48,OUT027,2476.81223
DRF60,OUT046,3785.108974
FDJ27,OUT035,1697.774678
FDQ14,OUT013,2071.71878
FDN27,OUT017,1935.387831
NCQ02,OUT046,2711.566864
FDJ33,OUT049,1980.662087
FDP07,OUT027,5372.580344
DRE01,OUT049,3979.702877
FDU36,OUT045,1614.109575
FDL28,OUT017,3667.390681
NCX53,OUT046,2345.831994
FDZ39,OUT013,1577.510939
NCP42,OUT013,3177.526831
FDJ14,OUT035,1461.205768
FDK04,OUT049,975.4701114
NCC19,OUT017,2666.283041
FDS09,OUT018,903.4140699
FDZ02,OUT046,1454.821839
FDD35,OUT018,1719.631875
NCY42,OUT017,2467.850842
FDB05,OUT045,3854.345302
FDF20,OUT035,3181.158522
NCO41,OUT018,1450.601995
FDC40,OUT027,2520.472224
FDV58,OUT045,2869.762909
FDZ57,OUT045,1670.60057
DRM35,OUT046,2708.075076
DRN36,OUT018,1354.731422
FDQ13,OUT046,1335.740443
DRO35,OUT010,231.0365256
NCD43,OUT035,2004.204811
FDA51,OUT018,1612.719506
NCX17,OUT027,5223.960388
NCZ17,OUT049,835.8386954
FDR11,OUT027,4048.630485
FDW34,OUT049,4333.374649
FDN50,OUT017,1495.039371
FDS09,OUT046,936.5625623
FDS48,OUT018,2180.737959
FDL44,OUT049,3203.181705
DRF48,OUT018,2578.603142
FDA14,OUT018,1983.087197
NCD30,OUT049,1662.562773
FDI16,OUT017,936.6230571
NCG06,OUT035,3866.023007
DRZ24,OUT035,2218.4741
NCS17,OUT045,1448.271627
FDB37,OUT045,4001.447441
FDE10,OUT035,1952.74235
FDC57,OUT045,3194.556359
FDM12,OUT018,2769.564622
FDE24,OUT049,2272.939158
FDW22,OUT045,3376.729225
DRD01,OUT027,2029.192767
NCZ18,OUT027,5109.535398
FDN49,OUT045,803.965399
FDR22,OUT035,1945.861548
FDV08,OUT019,176.9690644
FDY39,OUT046,3367.800614
FDV36,OUT049,2286.652786
FDO60,OUT045,897.9651024
FDU04,OUT027,2944.065881
FDR20,OUT027,2151.477368
